year,to_country_id,to_country,performer,song,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url
2013,se,Sweden,Robin Stjernberg,You,,16,,14,62.0,,,,,,,Joakim Harestad Haukaas;Joy Deb;Linnea Deb;Robin Stjernberg,Joakim Harestad Haukaas;Joy Deb;Linnea Deb;Robin Stjernberg,"Hey, do you remember\nHow we would stay up all night\nTalking 'bout our destiny\n\nAnd I played the piano\nAnd you would strum on your guitar\nThose were the days\n\nIf only you could see me now\nI live my dream, I owe it all to you\nI owe it to you\n\nIsn't it crazy? Yeah, isn't it crazy?\nIt's all because of you…\nAll because of you…\n\nIt's all because of you… oh…\nAll because of you… oh…\nI know that if the sky would fall, I'd survive it all\nBecause of you… oh…\n\nI reach for the horizon\nWhenever I've got days of doubt\nBringing me down\n\nSo even if disaster strikes\nI close my eyes and then I'm next to you\nI'm right there with you, hey\n\nYeah, isn't it crazy? Yeah, isn't it crazy?\nIt's all because of you…\nAll because of you…\n\nIt's all because of you… oh…\nAll because of you… oh…\nI know that if the sky would fall, I'd survive it all\nBecause of you… oh…\n\nIt's all 'cause of you\nBecause of you (Hey, hey)\nBecause of you (Hey)\nIt's all 'cause of you…\n\nI know that if the sky would fall, I'd survive it all\nBecause of you, oh…\n\nIt's all because of you… oh…\nAll because of you… oh…\nI know that if the sky would fall, I'd survive it all\nBecause of you… oh…\n(Hey yeah, hey yeah, hey…)",https://youtube.com/watch?v=vtjdTPnCcu0
2013,ge,Georgia,Nodi Tatishvili & Sophie Gelovani,Waterfall,2.0,25,15,15,50.0,10,63.0,,,,,Erik Bernholm;Thomas G:son,Erik Bernholm;Thomas G:son,"There's no me without you\nDon't know what I would do\nYou're my heartbeat, I'm breathing because of you\n\nThere's no world without us\nDreams would turn into dust\nYou're the reason, the reason I make it through\n\nFeels like I'm flying, like if I had wings\nLike I am sailing on a sea of dreams\nYour love is pouring down on me\nYou're my waterfall\n\nIn a moment like this\nI'm in a state of bliss\nI'm swept away, I look into an open sky\n\nFeels like I'm flying, like if I had wings\nLike I am sailing on a sea of dreams\nYour love is pouring down on me\nYou're my waterfall\n\nMy heart is higher than the highest kite\nI feel how all your love surrounds me\nStanding in a waterfall\n\nLike I am sailing on a sea of dreams\nYour love is pouring down on me\nYou're my waterfall\n\nFeels like I'm flying, like if I had wings\nLike I am sailing on a sea of dreams\nYour love is pouring down on me\nYou're my waterfall",https://youtube.com/watch?v=-n3mwx0vQDE
2013,by,Belarus,Alyona Lanskaya,Solayoh,1.0,8,11,16,48.0,7,64.0,,,,,Marc Paelinck,Martin King,"Friday night was going nowhere\nSitting in a small cafe\nFeeling lonely, a little tired\nI'd been working hard all day\n\nThen a noise caught my attention\nAnd I heard a wonderful sound\nComing at me like a tsunami\nNearly took my feet off the ground\n\nA rush of excitement brought you to my ears\nAll beautiful people aha-ia ia-ia-ia...\n\nSolayoh, Solayoh, where the sun is always shining on ya\nWe play-oh, we play-oh to the rhythm of a cha-cha\nSolayoh, Solayoh, turn the music up, it's gonna getcha\nWe play-oh, we play-oh, we can make it into a hot night (Yeah)\n\nSituation started improving\nMaybe this was kismet now\nAnd my body just started moving\nI was really shaking down\n\nSomething happened when I was dancing\nI could feel that powerful beat\nTaking me to new dimensions\nWaking up the devil in me\n\nA heavenly chorus and love all around\nAll beautiful people aha-ia ia-ia-ia...\n\nSolayoh, Solayoh, where the sun is always shining on ya\nWe play-oh, we play-oh to the rhythm of a cha-cha\nSolayoh, Solayoh, turn the music up, it's gonna getcha\nWe play-oh, we play-oh, we can make it into a hot night (Yeah)\n\nChacha, hey\nHey, hey...\n\nIt feels like I'm dreaming\nThis word makes no sense\nLet's sing it again now, ahey...\nSolay...\n\nSolayoh, Solayoh, where the sun is always shining on ya\nWe play-oh, we play-oh to the rhythm of a cha-cha\nSolayoh, Solayoh, turn the music up, it's gonna getcha\nWe play-oh, we play-oh, we can make it into a hot night\n\nSolayoh, Solayoh, turn the music up, it's gonna getcha\nWe play-oh, we play-oh, we can make it into a hot night\nWe can make it into a cha-cha",https://youtube.com/watch?v=XKewBfUE2Mg
2013,is,Iceland,Eythor Ingi,Ég Á Líf,2.0,19,8,17,47.0,6,72.0,,,,,Örlygur Smári;Pétur Örn Guðmundsson,Örlygur Smári;Pétur Örn Guðmundsson,"Lagði ég af stað í það langa ferðalag\nÉg áfram gekk í villu eirðarlaus\nHugsaði ekki um neitt, ekki fram á næsta dag\nEinveru og friðsemdina kaus\n\nÉg á líf, ég á líf yfir erfiðleika svíf\nÉg á líf, ég á líf vegna þín\nÞegar móti mér blæs yfir fjöllin há ég klíf\nÉg á líf, ég á líf, ég á líf vegna þín\n\nÉg skildi ekki ástina sem öllu hreyfir við\nÞorði ekki að faðma og vera til\nFannst sem ætti ekki skilið að opna huga minn\nOg hleypa bjartri ástinni þar inn\n\nÉg á líf, ég á líf yfir erfiðleika svíf\nÉg á líf, ég á líf vegna þín\nÞegar móti mér blæs yfir fjöllin há ég klíf\nÉg á líf, ég á líf vegna þín\n\nOg ég trúi því, já ég trúi því\nKannski opnast fagrar gáttir himins\nYfir flæðir fegursta ástin hún umvefur mig alein\n\nÉg á líf, (ég á líf) yfir erfiðleika svíf\nÉg á líf, (ég á líf) vegna þín\nÞegar móti mér blæs yfir fjöllin há ég klíf\nÉg á líf, ég á líf vegna þín\nÉg á líf, ég á líf, ég á líf",https://youtube.com/watch?v=GzE88IYzXLI
2013,am,Armenia,Dorians,Lonely Planet,2.0,12,11,18,41.0,7,69.0,,,,,Tony Iommi,Vardan Zadoyan,"Who's the one that starts a war?\nWho's dictating what is less and more?\nWho can change the night and day?\n\nWho's the one with clever face?\nThat can tell us what is in the space?\nPlaying games that none can play\n\nMaybe someday we'll break the wall\nMaybe the light will touch us all\n\nLonely planet, who has done it?\nWho can save you? Who can stop it?\nLonely planet, who has done it?\nWho can save you? Who can stop it?\n\nWho's the one that has the right?\nTreat us wrong and tell us what is right?\nBringing crowd against the squad\n\nWho has honesty to show?\nWho can tell us ""I don't know""?\nWho's the man and who's the god?\n\nMaybe someday we'll break the wall\nMaybe the light will touch us all\n\nLonely planet, who has done it?\nWho can save you? Who can stop it?\nLonely planet, who has done it?\nWho can save you? Who can stop it?\n\nLonely planet, we have done it\nWe can save you, we can stop it\nLonely planet, we have done it\nWe can save you, we can stop it\n\nWe can stop it, we can stop it\nWe can stop it, we can stop it\nFor the world",https://youtube.com/watch?v=UGOSZ7Uufno
2013,gb,United KingdomUK,Bonnie Tyler,Believe In Me,,15,,19,23.0,,,,,,,Christopher Braide;Desmond Child;Lauren Christy,Christopher Braide;Desmond Child;Lauren Christy,"You say you don't believe in signs from up above\nAnd you laugh at the thought of putting your faith in stuff like love\nYou never see the rainbow, you just curse the rain, you say\nYou wanna believe but it's just not worth the pain today\n\nBut that's all fine if that's how you want it to be\nBut if you're feeling alone and afraid and you can't breathe\n\nBelieve in me, yeah\nBelieve in me, yeah\n\nBelieve in the way I look at you and stand beside you\nThe way I speak the truth, I'd never lie to you\nIf you just believe in the things that your eyes can see\nBelieve in me\n\nYou come and you go and there's never no compromise, that's why\nThe seconds and the minutes of the days of your life go crawling by\nBut that's all fine if that's how you want it to be\nBut if you're feeling alone and afraid and you can't breathe\n\nBelieve in me, yeah\nBelieve in the way I look at you and stand beside you\nThe way I speak the truth, I'd never lie to you\nIf you just believe in the things that your eyes can see\nBelieve in me\n\nWhat ya gonna do when your ship is sinking?\nAnd you're crying out for help and just the seagull's listening\nIn the dark of the night, in the middle of the fight\nWhen you're reaching out for something and there's nothing\n\nBelieve in me, yeah\nBelieve in the way I look at you and stand beside you\nThe way I speak the truth, I'd never lie to you\nIf you just believe in the things that your eyes can see\nBelieve in me",https://youtube.com/watch?v=-agn-ERgTXA
2013,ee,Estonia,Birgit,Et Uus Saaks Alguse,1.0,7,2,20,19.0,10,52.0,,,,,Mihkel Mattisen,Mihkel Mattisen;Silvia Soro,"Ma mäletan veel\nKui tuli mu hinge, et jääda, see tunne nii suur\nSamas nüüd seisan ma teel\nVaadates südame sisse, seal viliseb tuul\nAga tean, ma tean\nKõik võib muuta heaks\nIga uks, mis kord sulgub, see avaneb taas\n\nVeel sulab jää ja õide puhkeb raagus puu\nIga lõpp ei ole muud kui algus uus\nOn vaja ööd, et päev tooks valguse\nEt uus saaks alguse\nMis möödund, jäägu kaugele\nEt uus saaks taas alguse\n\nKardin avaneb taas\nOn algamas järgmine vaatus, kus tõusta saan maast\nSama hing, kuid uus mäng veel ees\nMuudetud saab minu saatus, saab uueks mu tee\nJa ma tean, ma tean\nKõik võib muuta heaks\nIga uks, mis kord sulgub, see avaneb taas\n\nVeel sulab jää ja õide puhkeb raagus puu\nIga lõpp ei ole muud kui algus uus\nOn vaja ööd, et päev tooks valguse\nEt uus saaks alguse\nMis möödund, jäägu kaugele\n\nVeel sulab jää ja õide puhkeb raagus puu\nIga lõpp ei ole muud kui algus uus\nOn vaja ööd, et päev tooks valguse\nEt uus saaks alguse\nMis möödund, jäägu kaugele\nEt uus saaks taas alguse",https://youtube.com/watch?v=Ooo6GvZNLhI
2013,de,Germany,Cascada,Glorious,,11,,21,18.0,,,,,,,Andres Ballinas;Manuel Reuter;Tony Cornelissen;Yann Peifer,Andres Ballinas;Manuel Reuter;Tony Cornelissen;Yann Peifer,"(Glorious)\n\nDo you know it's time to let yourself go?\nWhy don't we just let it show?\nTell me what you're waiting for\n\n'Cause I, I wanna live before I die\nCrash and burn and lose my mind\nWe can set the world on fire\n\nTonight we can be glorious\nWe are young at heart and we're free\nThe world is ours, I can feel the music in me\nGlorious, found a love that eyes cannot see\nDelirious, hoo whoa... whoa...\n\nI believe the little child inside of me\nCan rebuild my destiny\nAnd one day I'll be breaking free\n\nNow's the time, we're running at the speed of light\nI'll meet you on the other side\nEvery time I close my eyes\n\nTonight we can be glorious\nWe are young at heart and we're free\nThe world is ours, I can feel the music in me\nGlorious, found a love that eyes cannot see\nDelirious, I can feel the music in me\n\n(Glorious) Found a love that eyes cannot see\n(Glorious)\n\n(We are glo... oh oh... oh oh oh...)\n(We are glo... oh oh... oh oh oh...)\n(We are glo... oh oh... oh oh oh...)\n(We are glo... oh oh... oh oh oh...)\n\nTonight we can be glorious\nWe are young at heart and we're free\nThe world is ours, I can feel the music in me\nGlorious, found a love that eyes cannot see\nDelirious,  hoo whoa... whoa...",https://youtube.com/watch?v=3HYTd7WDCPg
2013,lt,Lithuania,Andrius Pojavis,Something,1.0,2,10,22,17.0,9,53.0,,,,,Andrius Pojavis,Andrius Pojavis,"I have to tell you something, it's been on my mind so long\nI've got to tell you this, it's been on my mind way too long\nI promised myself to tell\nInstead I'm falling apart to see you here\n\nIf you don't know, I'm in love with you\nWhen summertime falls, it becomes untrue\nBecause of my shoes I'm wearing today\nOne is called Love, the other is Pain, yeah…\n\nSo tell me now (So tell me now)\nI'm in your head (I'm in your head)\nI'm in your heart (I'm in your heart)\nTell me now (Tell me now)\n\nTell me now\nBecause I'm falling apart to see you here\n\nIf you don't know, I'm in love with you\nWhen summertime falls, it becomes untrue\nBecause of my shoes I'm wearing today\nOne is called Love, the other is Pain\n\nBut still you don't know, I'm in love with you\nWhen summertime falls, it becomes untrue\nBecause of my shoes I'm wearing today\nOne is called Love, the other is Pain\nOne is called Love, the other is Pain",https://youtube.com/watch?v=0VLhnzk_dAs
2013,fr,France,Amandine Bourgeois,L'enfer Et Moi,,1,,23,14.0,,,,,,,David Salkin,Boris Bergman,"Tu m'as mise K.O. d'entrée\nIl faut croire que j'ai bien aimé\nLiens de cuir et mains de soie\n\nQui blesses-tu et dans quel port\nJusqu'à faire rougir l'aurore?\nTu m'as jeté comme un sort\n\nJe vais te faire l'enfer\nDe là où tu te perds\nRegarde bien derrière\nEt ce sera moi\n\nTu m'as fait pleurer à vif\nMon cou porte encore ta griffe\nJ'aimais échanger de peau\n\nNo limits, c'est un classique\nJ'aimais nos amours toxiques\nCelles qui font que tout est beau\n\nJe vais te faire l'enfer\nDe là où tu te perds\nRegarde bien derrière\n\nJe vais te faire l'enfer\nDe là où tu te perds\nRegarde bien derrière\nEt ce sera moi\n\nJe vais te faire l'enfer\nTu vas manquer d'air\nÀ moins une, à moins que\nOn s'retrouve à deux\nÀ moins qu'il nous faille\nRenoncer aux batailles\n\n(Je vais te faire l'enfer) J'vais te faire l'enfer\nTu vas manquer d'air (De là où tu te perds)\nÀ moins une, à moins que\nOn s'retrouve à deux (Regarde bien derrière)\nÀ moins qu'il nous faille\nRenoncer aux batailles\n\n(Je vais te faire l'enfer) J'vais te faire l'enfer\nTu vas manquer d'air  (De là où tu te perds)\nÀ moins une, à moins que\nOn s'retrouve à deux (Regarde bien derrière)\nÀ moins qu'il nous faille\nRenoncer\n\n(Je vais te faire l'enfer)",https://youtube.com/watch?v=hQwiQj5Dyj8
2013,fi,Finland,Krista Siegfrids,Marry Me,2.0,4,5,24,13.0,9,64.0,,,,,Erik Nyholm;Jessika Lundström;Krista Siegfrids;Kristofer Karlsson,Erik Nyholm;Jessika Lundström;Krista Siegfrids;Kristofer Karlsson,"Spying on you undercover, drinking coffee with your mother\nAm I getting closer?\nBaby, I feel like a sinner, skipping dinner to get thinner\nWhere is my proposal?\n\nI'm your slave and you're my master\nOh baby, come on, take a shot\n\nSo marry me, I'll be your queen bee\nI'll love you endlessly\nI'll do it for you, for you, for you\nYeah, I do'll it for you, marry me, baby\n\nI'll play your game, I'll change my last name\nI'll walk the walk of shame\nI'll do it for you, for you, for you\nYeah, I do'll it for you, marry me, baby\n\nOh oh, oh oh oh, ding dong\nOh oh, oh oh oh, ding dong\n\nI know where the future's heading, I can see my perfect wedding\nIsn't that just bracing?\nI don't think that I know ladies who will give you cuter babies\nIsn't that amazing?\n\nI'm your slave and you're my master\nOh baby, come on, take a shot\n\nSo marry me, I'll be your queen bee\nI love you endlessly\nI'll do it for you, for you, for you\nYeah, I do'll it for you, marry me, baby\n\nI'll play your game, I'll change my last name\nI'll walk the walk of shame\nI'll do it for you, for you, for you\nYeah, I do'll it for you, marry me, baby\n\nOh oh, oh oh oh, ding dong\nOh oh, oh oh oh, ding dong\nOh oh, oh oh oh oh oh, ding dong\nOh oh, oh oh oh, ding dong\n\nThis is the day, I don't wanna wait much longer now\nIf you run away, I'm gonna find you anyhow\nOh, yeah, yeah, oh yeah\nWhat ya waiting, what ya waiting\nWhat ya waiting, what ya waiting for?\n\nSo marry me, I'll be your queen bee\nI love you endlessly\nI'll do it for you, for you, for you\nYeah, I do'll it for you, marry me, baby\n\nI'll play your game, I'll change my last name\nI'll walk the walk of shame\nI'll do it for you, for you, for you\nYeah, I do'll it for you, marry me, baby\n\nOh oh, oh oh oh, ding dong\nOh oh, oh oh oh, ding dong\nOh oh, oh oh oh oh oh, ding dong\nOh oh, oh oh oh, ding dong",https://youtube.com/watch?v=dlBXOveVh7c
2013,es,Spain,ESDM,Contigo Hasta El Final,,5,,25,8.0,,,,,,,David Feito;Juan Luis Suárez;Raquel del Rosario,David Feito;Juan Luis Suárez;Raquel del Rosario,"Ah...\n\nUn cielo azul gana paso a la tormenta\nQue amenazó mi corazón\nY llegas tú, con todo lo que significas tú\nDescubriéndome quién soy\n\nEres esa luz que a través del universo\nTú me invitas a viajar contigo hasta el final\n\nLa ilusión de una vida por delante\nQue comienza justo hoy\nVámonos sin temor, gritemos que al final triunfó el amor\nQue ahora somos tú y yo\n\nEres esa luz que a través del universo\nTú me invitas a viajar, oh\nEres esa luz que a través del universo\nTú me invitas a viajar contigo hasta el final, oh yeah\nContigo hasta el final\n\nEres esa luz que a través del universo\nTú me invitas a viajar, oh\nEres esa luz que a través del universo\nTú me invitas a viajar contigo hasta el final, oh yeah\nContigo hasta el final, oh yeah\n\nContigo hasta el final",https://youtube.com/watch?v=5o_DnM_ANF8
2013,ie,Ireland,Ryan Dolan,Only Love Survives,1.0,26,13,26,5.0,8,54.0,,,,,Ryan Dolan;Wez Devine,Ryan Dolan;Wez Devine,"All our lives we've been afraid\nWatching the world decline till nothing remains\nBut in our darkest hour, right before the dawn\nThe old world dies, the new day is born\n\nWe're gonna live like it's our last night alive\nAnd we're dancing till the morning light\nAnd even if the sun don't rise\nIn the end, only love survives\n\nSo be love, be love\nJust be love (just be love), only love (only love)\nWe are love (we are love), only love (only love)\nAnd when the stars are aligned, you got to make love a state of mind\n'Cause in the end only love survives\n\nSo let the world collide, don't be afraid\nIf it's the end of time, love will remain\n\nTo live like it's the last night alive\nAnd we're dancing till the morning light\nAnd even if the sun don't rise\nIn the end, only love survives\n\nSo be love, be love\nJust be love (just be love), only love (only love)\nWe are love (we are love), only love (only love)\nAnd when the stars are aligned you got to make love a state of mind\n'Cause in the end, only love survives\n\nSo be love (be love), only love, love, love\n(Be love, only love) Only love, love, love\n('Cause in the end) Only love survives",https://youtube.com/watch?v=4tgtyl_5x5Y
2013,rs,Serbia,Moje 3,Ljubav Je Svuda,1.0,,16,,,11,46.0,,,,,Saša Milošević Mare,Marina Tucaković,"Ljubav, ljubav ne postoji, kažu\nLažu, nemoj da se bojiš, kad on je tu\nLjubav za život ceo i posle još\nSa njim znaj biće to\n\nPitaću te ja za godinu dana\nKad te prevari na hiljadu strana\nSrce tvoje je tad ribama hrana\nZnaj\n\nJa k'o da sam luda\nMalo hoću, malo neću da verujem\nJer ne znam da l' smem\n\nDa, ljubav je svuda\nMalo volim, malo ne volim\nProbala bih svašta sa njim\n\nSanjaš, sanjaš svet u boji, plavoj\nSanjaš jer on je tvoj\nViše ne slušaj njegove laži\nKad te poljubi, reci mu važi, ti\n\nJa k'o da sam luda\nMalo hoću, malo neću da verujem\nJer ne znam da l' smem\n\nDa, ljubav je svuda\nMalo volim, malo ne volim\nProbala bih svašta sa njim\n\nTi čekala bi njega svaku noć do ujutru\nOn kuvaće ti kafu dok si još u krevetu\nVeruj mi, veruj sestro ja ti činim uslugu\nLalala lalala lalala…\n\nJa k'o da sam luda\nLjubav je svuda\n\nDa, ljubav je svuda\nMalo volim, malo ne volim\nProbala bih svašta sa njim\nI možda vešto još nešto",https://youtube.com/watch?v=DbAAFijZIxE
2013,me,Montenegro,Who See,Igranka,1.0,,9,,,12,41.0,,,,,Đorđe Miljenović,Dejan Dedović;Đorđe Miljenović;Mario Đorđević,"Vodim te na igranku, na nanana igranku ku kukuku\nIgranku, vodim te na igranku\nVodim te na igranku, na nanana igranku ku kukuku\nIgranku, vodim te na igranku\n\nFešta je to, ne prestaje to, bit za bitom, vers za versom\nMrda se cio svijet s njom, jednim potezom i univerzum\n'Ajde vodi me, oslobodi me od gadnih stresova tokom godine\nNe mogu više da se paranojišem, na dobru feštu sve mi miriše\nIgranka bez prestanka vanka, na podijum ili pored sama šanka\nDan kad svane tu smo, nikad nije pustoš\nNišta nije frka samo treba uć' u štos\nKik i bas zaraza razara, niko neće poć' utvrđenog pazara\nOpet sjutra utabanim stazama, s mojima visim ne mislim o parama\n\nNek' traje cijelu noć i cijeli dan\nI biće još, biće još bolje, vjeruj mi\nJer mi smo stvoreni za to\nVodim te, vodim te, pođi za mnom ti\nPođi sa mnom sad\nOva noć je ta, ne vidi se kraj\nVodim te na igranku\n\nTreba mi fešta što neće prestat' dok ženska treska komad mesnat\nVrućina kao u rernu na dvjesta, odosmo s mozgom, stroboskop bljecka\nBit ko blesav po glavi šiba, pregore kesa, piće mi sipaj\nGradele, česan, petrusin, riba, danu svega da se pokidam\nI vodi me neđe da glavu produvam, neđe đe muzika dobro izuva\nPa da ne staje no samo da gruva, da svu noć traje i svi da su tuna\nPritisak trpi se, krpim se s mukom, vodi me neđe da baš ne bih puk'o\nNačinjem limenku, život je čudo, 'ajmo na igranku, đe ćemo drugo?\n\nNek' traje cijelu noć i cijeli dan\nI biće još, biće još bolje, vjeruj mi\nJer mi smo stvoreni za to\nVodim te, vodim te, pođi za mnom ti\nPođi sa mnom sad\nOva noć je ta, ne vidi se kraj\nVodim te na igranku\n\nSamo nek' bit udara, svi su mi ođe banja\nI nije bitno to što svima je novčanik tanak\nSamo nek' bit udara, svi su mi ođe banja\nBurgija vrti vazda tamo đe ne vrti para\n\nVodim te na igranku, na nanana igranku ku kukuku\nIgranku, vodim te na igranku\nVodim te na igranku, na nanana igranku ku kukuku\nIgranku, vodim te na igranku",https://youtube.com/watch?v=FR9rtB2ilZU
2013,hr,Croatia,Klapa s mora,Mižerja,1.0,,4,,,13,38.0,,,,,Goran Topolovac,Goran Topolovac,"Zlata niman da te njime okitim\nSamo ove ruke dvi da ti dušu zagrlim\n\nEj mižerja, ka tvrda si stina\nEj mižerja, ka dvi kapi vina\nNemam ništa, samo viru\nI bokun čiste jubavi\n\nEj mižerja, ka tvrda si stina\nEj mižerja, ka dvi kapi vina\nNemam ništa, samo viru\nI bokun čiste jubavi\n\nRužo moja lipa za te živit ću\nI zadnju koru suvog kruva s tobom dilit ću\n\nEj mižerja, ka tvrda si stina\nEj mižerja, ka dvi kapi vina\nNemam ništa, samo viru\nI bokun čiste jubavi\n\nEj mižerja, ka tvrda si stina\nEj mižerja, mižerja, mižerja\n\nEj mižerja, ka tvrda si stina\nEj mižerja, ka dvi kapi vina\nNemam ništa, samo viru\nI bokun čiste jubavi\n\nJa nemam ništa, samo viru\nI bokun čiste jubavi\n(Mižerja)",https://youtube.com/watch?v=FYm4sGd-qP0
2013,at,Austria,Natália Kelly,Shine,1.0,,1,,,14,27.0,,,,,Alexander Kahr;Andreas Grass;Nikola Paryla,Andreas Grass;Natália Kelly;Nikola Paryla,"When hurt is all you're feeling, your heart is slowly bleeding\nThey're only memories to hold on to\nWhen you almost stop believing, cold, alone and freezing\nYou think you're lost and don't know where to go\nLook up to the starlit sky, reignite the fire\n\nYou will shine, shine and fight the shadows in the sky\nYou will shine, I see the light in your eyes\nYou will shine, shine and fight the shadows in the sky\nOh, you will fly up high, the light is in your eyes\nTrust me, you will shine\n\nTime is always healing and answers are revealing\nSometimes they're simply right before your eyes\nBut when you're down here kneeling, there is no chance to see it\nYou can when all these dark clouds disappear\nLook up to the starlit sky, reignite the fire\n\nYou will shine, shine and fight the shadows in the sky (Shine)\nYou will shine, I see the light in your eyes (Shine)\nYou will shine, shine and fight the shadows in the sky (Shine)\nOh, you will fly up high, the light is in your eyes\nTrust me, you will shine\n\n(Still alive and breathing) Hey...\n(Still alive and breathing) Hoh...\n(Still alive and breathing) Hey..\n(Still alive and breathing)\nStill alive and breathing, hoh...\n\nYou will shine, shine and fight the shadows in the sky (Shine)\nYou will shine, I see the light in your eyes (Shine)\nYou will shine, shine and fight the shadows in the sky (Shine)\nOh, you will fly up high, the light is in your eyes\n\nOh, you will fly up high, the light is in your eyes\nTrust me, you will shine",https://youtube.com/watch?v=gOJHi6JiKpY
2013,cy,Cyprus,Despina Olympiou,An Me Thimasai,1.0,,14,,,15,11.0,,,,,Andreas Georgallis,Zenon Zindilis,"Ya o, ti ezisa pote dhen metanyono\nYa o, ti agapisa signomi dhen zito\nYa osa thelo ti psihi mu apoyiono\nKe ya osa mu 'dhoses ego se ifharisto\n\nAn me thimase\nPes mu an tha se xanadho\nSe perimeno\nPanda ya sena, tha 'me edho\n\nYa osa enosan se mya kardhya tis dhio\nYa osa nyosame mazi, se nostalgo\nKe tha iparho sto pyo dhiskolo su adio\nSto pyo gliko ap' osa ipes ''s'agapo''\n\nAn me thimase\nPes mu an tha se xanadho\n\nAn me thimase\nPes mu an tha se, an tha se xanadho\nSe perimeno\nPanda ya sena, tha 'me edho\n\nAn me thimase\nYine ena asteri fotino\nSan pefti i nihta\nNa se kito ston urano\n\nAn me thimase\nYine ena asteri\nNa se kito ston urano",https://youtube.com/watch?v=Ekx8mT-fR80
2013,si,Slovenia,Hannah,Straight Into Love,1.0,,3,,,16,8.0,,,,,Hannah Mancini,Hannah Mancini,"Faster than light, here comes the night\nTomorrow is now\nYou flow through my veins, inside me you'll stay\nThere is no doubt\n\nNo one in this world, no diamonds, no pearls\nLike your love divine\nSo high off the ground, we'll never come down\nNo limit, no sky\n\nStraight into love, we'll break through the dawn\nAnd light the world up from the sky when we collide\nStraight into love and never let go\nWe'll light the world up from the sky into the night\n\nWe're turning the tide, with eyes open wide\nThere's no stopping now\nWith all that we have, we stand on the edge\nBefore we dive down\n\nStraight into love, we'll break through the dawn\nAnd light the world up from the sky when we collide\nStraight into love, oh...\nWe'll light the world up from the sky into the night\n\nWe found the place where we belong\nOut of the dark, our flame is strong\nWe're moving fast, we won't look back\nHigher and higher we go\n\nStraight into love, oh...\nStraight into love\nStraight into love\nWe'll light the world up from the sky into the night",https://youtube.com/watch?v=I2_zGcuEuwU
